Feature,Normalized.Dispersion
ENSG00000182873,7.487361750468001
ENSG00000162585,-0.18419171919384686
ENSG00000157933,3.110342850020063
ENSG00000287356,2.428730307696752
ENSG00000116151,0.45762287258649975
ENSG00000272420,30.455272578615403
ENSG00000157916,-1.129202127981279
ENSG00000157911,6.496237351066643
ENSG00000149527,-1.6160964708921888
ENSG00000224387,nan
ENSG00000157881,-1.2065145249582157
ENSG00000272449,-0.864040982545923
ENSG00000238164,-0.8496446225302103
ENSG00000157873,1.0464973804665922
ENSG00000228037,-1.2452552880720313
ENSG00000157870,3.2197791362506987
ENSG00000142606,-0.29178686064110587
ENSG00000215912,1.5449986388472579
ENSG00000177133,8.604124935585359
ENSG00000142611,nan
ENSG00000130762,-0.6618767446687042
ENSG00000162591,-0.5104954675956689
ENSG00000238260,nan
ENSG00000158109,0.805123052942194
ENSG00000116213,-0.7640062966923751
ENSG00000078900,-0.4607391020667001
ENSG00000227589,nan
ENSG00000235169,-1.3756736114844765
ENSG00000130764,-1.0685539645591136
ENSG00000272153,nan
ENSG00000116198,2.2374082226722045
ENSG00000169598,9.042769728922119
ENSG00000198912,1.096048045475475
ENSG00000236423,-1.5605571444271045
ENSG00000235054,6.4796342376547305
ENSG00000196581,nan
ENSG00000131697,-1.6883166375384202
ENSG00000069424,-1.5769243035777278
ENSG00000116254,nan
ENSG00000116251,-1.4815417062815386
ENSG00000226944,-0.932930054033378
ENSG00000158286,-0.9543095887079679
ENSG00000116237,3.557025572986802
ENSG00000225077,nan
ENSG00000158292,0.2332816297425592
ENSG00000097021,1.1909584797034263
ENSG00000271746,-0.8641749110132013
ENSG00000069812,0.07070286009582316
ENSG00000187017,0.0
ENSG00000215788,5.290895738802497
ENSG00000171680,-0.080298774195118
ENSG00000162408,3.382477714996602
ENSG00000173662,1.8956302809365193
ENSG00000204859,-0.021109992232398178
ENSG00000162413,-0.3844332483748018
ENSG00000116273,-0.8360525008134732
ENSG00000041988,0.014025232998024911
ENSG00000007923,-0.0014831117361445202
ENSG00000237436,-1.0671299343611005
ENSG00000171735,0.31316631505312625
ENSG00000237402,nan
ENSG00000049245,-1.5061873298337316
ENSG00000049246,4.360884661933388
ENSG00000049247,nan
ENSG00000049249,-0.7826766116144466
ENSG00000116288,-0.9708660037492359
ENSG00000116285,0.16259406409542346
ENSG00000162426,1.1195435501012454
ENSG00000142599,1.3290162622080661
ENSG00000232912,0.2646699442254211
ENSG00000074800,-1.0170979597433745
ENSG00000230679,11.027234415601313
ENSG00000197241,nan
ENSG00000142583,0.48701391198020816
ENSG00000180758,-0.9212530896995862
ENSG00000228526,14.818170481166803
ENSG00000234546,4.569619276663052
ENSG00000049239,-1.0184471854445591
ENSG00000171621,-1.259146501546054
ENSG00000284652,0.11280277688798762
ENSG00000284693,-1.547361014256069
ENSG00000171612,1.1582158861868586
ENSG00000188807,-1.0959830175751435
ENSG00000171608,1.7482651456418712
ENSG00000231789,-0.8325125614802912
ENSG00000171603,-0.005020617786559811
ENSG00000178585,-0.59522581384603
ENSG00000162441,1.0477607653784489
ENSG00000228150,3.8752303859092145
ENSG00000173614,6.531516764431485
ENSG00000162444,0.01576313382869663
ENSG00000130939,1.502930136579856
ENSG00000054523,0.34274470471171237
ENSG00000284642,-0.8256906568076758
ENSG00000142657,1.3564142888154045
ENSG00000175279,-1.5634052696867657
ENSG00000241563,0.08093516185805315
ENSG00000160049,2.673544433147124
ENSG00000142655,-0.907106000415159
ENSG00000130940,2.5316490617514593
ENSG00000175262,11.46009799164495
ENSG00000120948,1.5819384204548521
ENSG00000271895,-0.7231038055739774
ENSG00000116649,2.2425430449241537
ENSG00000171824,-0.3391869779767773
ENSG00000226849,nan
ENSG00000230337,-1.3468318252585685
ENSG00000198793,0.914152234956453
ENSG00000171819,5.451579604173617
ENSG00000120942,1.5265236131426785
ENSG00000204624,0.47961516367446605
ENSG00000116661,-0.913670263445017
ENSG00000132879,-1.2788166746789646
ENSG00000116663,-1.3017503535308557
ENSG00000116670,-1.0393587886518838
ENSG00000162490,nan
ENSG00000177674,-1.7102730692613977
ENSG00000215910,0.44270267255025375
ENSG00000177000,-0.3067291091699285
ENSG00000011021,-0.5638049009944353
ENSG00000285646,-1.1067255688961974
ENSG00000116685,-1.3484140715262725
ENSG00000083444,-0.25594945695448473
ENSG00000116688,-0.321865549663363
ENSG00000116691,4.52467799572185
ENSG00000120949,1.4501739949242711
ENSG00000028137,-0.8648570448198667
ENSG00000048707,-0.24610382633898215
ENSG00000229484,nan
ENSG00000162496,-0.7960191893525409
ENSG00000272482,0.9200699741238204
ENSG00000162493,0.49448491844833775
ENSG00000116731,0.834676444747561
ENSG00000189337,-0.9248828799571818
ENSG00000175147,0.9429089909612156
ENSG00000171729,-0.2408330783905328
ENSG00000204464,nan
ENSG00000142621,0.21557646318926116
ENSG00000228140,nan
ENSG00000142634,-1.9465413981610198
ENSG00000162438,nan
ENSG00000132906,-0.2713062098237486
ENSG00000116138,4.854440480785674
ENSG00000116771,5.270779026378034
ENSG00000197312,3.7828779500398535
ENSG00000116786,-1.3208383660183785
ENSG00000162461,-0.6697971286777539
ENSG00000224459,nan
ENSG00000162458,2.028840397789471
ENSG00000233954,9.451710035881439
ENSG00000179743,-0.8919374371036488
ENSG00000065526,0.17604195306061338
ENSG00000116809,0.4279603416048679
ENSG00000183888,7.15553731143419
ENSG00000173641,nan
ENSG00000142627,0.9563905482622446
ENSG00000142632,2.0018418436180454
ENSG00000288398,1.44879243735058
ENSG00000132881,-0.3830017223867093
ENSG00000037637,-0.9838029554390012
ENSG00000055070,-0.17607511423562944
ENSG00000157191,-1.5268227724455181
ENSG00000226029,-0.42058748832820664
ENSG00000261135,-1.5192519955784323
ENSG00000233421,nan
ENSG00000219481,12.318015793619574
ENSG00000058453,7.008562366351463
ENSG00000238142,5.076842775338714
ENSG00000272426,-1.2014253135059936
ENSG00000117122,0.21920179799035103
ENSG00000159363,-0.846747745705874
ENSG00000117118,-0.6078322799027502
ENSG00000117115,-0.6404316354167112
ENSG00000159339,0.5096464135838149
ENSG00000227751,nan
ENSG00000179051,-0.43305294483597095
ENSG00000074964,2.4105307113259133
ENSG00000009709,nan
ENSG00000159423,-1.272073373545568
ENSG00000169991,3.051240366658379
ENSG00000272084,4.319443021471232
ENSG00000127481,-0.8307829068141924
ENSG00000230424,-0.9949289186043971
ENSG00000127463,0.05121643091676596
ENSG00000053372,-0.5208353989035915
ENSG00000162482,6.072145667074179
ENSG00000053371,-0.03169198811807798
ENSG00000040487,-0.796539996237985
ENSG00000077549,2.171073849599163
ENSG00000173436,1.5816824374113108
ENSG00000158747,0.15178762716374136
ENSG00000158748,2.040261489015767
ENSG00000162542,-0.4385119182322293
ENSG00000169914,-1.1039215068779116
ENSG00000188257,-0.5879202919459457
ENSG00000127472,-0.4335756846414857
ENSG00000117215,-0.5119823569597863
ENSG00000227066,1.031349880992411
ENSG00000225986,nan
ENSG00000162543,nan
ENSG00000236963,nan
ENSG00000162545,-0.40864345766365706
ENSG00000090432,-1.61430593887419
ENSG00000183114,1.085731964904017
ENSG00000158825,-0.5616617481130596
ENSG00000158828,-0.889177407257476
ENSG00000117242,8.583397510856356
ENSG00000244038,-2.0021478440832126
ENSG00000117245,-0.03759653413208648
ENSG00000189410,-1.010943721709351
ENSG00000233069,nan
ENSG00000127483,0.9105612129889437
ENSG00000075151,0.16001250583535567
ENSG00000117298,-0.43552391301396626
ENSG00000231105,nan
ENSG00000142794,1.2750899796485904
ENSG00000162551,1.456069315139657
ENSG00000076864,4.881690347150798
ENSG00000090686,2.641818712577943
ENSG00000187942,4.325108232618203
ENSG00000142798,1.3655787880951142
ENSG00000228397,2.963566703734626
ENSG00000218510,-0.6553582164245797
ENSG00000070831,0.5444908095199562
ENSG00000285752,nan
ENSG00000162552,2.6765940960753807
ENSG00000285873,-0.09265681990854542
ENSG00000184677,1.5927270006631984
ENSG00000070886,0.215241424960171
ENSG00000173372,-0.6619597135468436
ENSG00000159189,0.3970761579579407
ENSG00000173369,-0.24426704950382344
ENSG00000133216,3.9630625381195
ENSG00000004487,-1.4827041974974327
ENSG00000169641,-0.6841684970913895
ENSG00000261326,-0.9700814775603368
ENSG00000125944,1.0380797201662406
ENSG00000125945,-0.6916019226309361
ENSG00000249087,-1.2929771463728168
ENSG00000204219,1.2957662786348807
ENSG00000088280,1.9082316015284346
ENSG00000007968,-1.519618415351109
ENSG00000235052,nan
ENSG00000117318,-1.500239137582453
ENSG00000197880,2.094029746463417
ENSG00000142676,-1.6755027319552018
ENSG00000236810,3.7840776267817002
ENSG00000011007,-0.7632391937464208
ENSG00000057757,-0.5622130392548775
ENSG00000011009,-1.2457643904375284
ENSG00000117308,-1.4583352647444998
ENSG00000117305,-1.0898558393626168
ENSG00000179163,-1.2827302951117137
ENSG00000188822,1.2762890053598668
ENSG00000189266,-0.7876138133573624
ENSG00000188529,2.1969794186067086
ENSG00000185436,-0.8835515203601976
ENSG00000230023,-1.3998180749562714
ENSG00000158055,-0.8810216898150588
ENSG00000001460,-0.09405527954860482
ENSG00000001461,-1.1225867830812042
ENSG00000286061,-1.3161382318634816
ENSG00000117602,-0.1679857914748268
ENSG00000264443,nan
ENSG00000184454,0.8743785328739596
ENSG00000133226,0.11305490364886121
ENSG00000169504,4.79438619446686
ENSG00000020633,0.3886331395462955
ENSG00000261025,-1.2572163378023407
ENSG00000117614,3.9026458165709457
ENSG00000284602,19.165147955438353
ENSG00000117616,7.329027088547038
ENSG00000272432,-1.928499374837151
ENSG00000183726,-1.2923148915810116
ENSG00000188672,-1.5656620482606105
ENSG00000204178,0.3124501619922669
ENSG00000157978,-0.892479067313155
ENSG00000225643,0.6067590610990079
ENSG00000117643,1.1227992571907672
ENSG00000162430,1.1589399401779517
ENSG00000228172,-4.812810209910056
ENSG00000117640,0.9706440670489654
ENSG00000127423,-0.6950424480106011
ENSG00000182749,-1.1303722999133954
ENSG00000117632,-1.0054880897401273
ENSG00000158006,1.3531019477418404
ENSG00000158008,0.7019623658945782
ENSG00000158022,-1.1573518181173283
ENSG00000175087,-0.34471041487634263
ENSG00000197245,0.3735722574030282
ENSG00000236782,nan
ENSG00000142684,-0.6978194870561745
ENSG00000142675,-1.0040584790780531
ENSG00000130695,-1.2127998304959404
ENSG00000142669,-0.6951690720912069
ENSG00000158062,5.689106539603502
ENSG00000169442,-0.7398644591848655
ENSG00000176092,1.3548084256329649
ENSG00000176083,-0.5940709755760155
ENSG00000117682,-0.4138567809279348
ENSG00000225891,nan
ENSG00000198830,-0.6914646021281696
ENSG00000117676,-1.4997048694681954
ENSG00000260063,-3.4341396068757644
ENSG00000117713,-0.08458515664954859
ENSG00000060642,-1.7134548493020438
ENSG00000204160,2.1914645999711437
ENSG00000175793,nan
ENSG00000142751,-1.8247961369330388
ENSG00000198746,-0.2763941861304256
ENSG00000090273,-0.07638488820118661
ENSG00000253368,0.01866772376717352
ENSG00000158246,-1.0445250438149116
ENSG00000090020,1.0545442506987854
ENSG00000142784,-0.9336651609167445
ENSG00000186501,-1.3014615566588306
ENSG00000142765,1.1291149610021547
ENSG00000142733,-0.31220833648860946
ENSG00000142748,2.7888729221943085
ENSG00000181773,4.8752842396924825
ENSG00000158195,-0.5651746791966549
ENSG00000237429,nan
ENSG00000126705,0.34491288187970304
ENSG00000000938,0.03007714936210631
ENSG00000233975,nan
ENSG00000126709,2.3498446082725937
ENSG00000009780,1.164152061707091
ENSG00000117758,-0.07911727058073964
ENSG00000269971,nan
ENSG00000270031,nan
ENSG00000117751,-0.42964107260315243
ENSG00000130775,3.265021303067676
ENSG00000117748,-0.12332467075040164
ENSG00000130768,-0.19634363817538425
ENSG00000158156,-1.117873710904107
ENSG00000158161,0.32239736988502615
ENSG00000169403,0.9229722331126554
ENSG00000126698,-1.444078394308381
ENSG00000130770,0.4178739415379211
ENSG00000270605,-0.6929236016703998
ENSG00000130766,-1.1145635017212168
ENSG00000130772,9.293699263942987
ENSG00000204138,2.9193150832870893
ENSG00000180198,1.8712063130459788
ENSG00000242125,4.165550553003021
ENSG00000180098,-0.36293614644461375
ENSG00000197989,-0.4209809543797859
ENSG00000120656,2.4856022001687372
ENSG00000188060,0.4586598157089546
ENSG00000229388,-2.5196690514007307
ENSG00000270103,-0.2338922627549499
ENSG00000162419,4.531881211908991
ENSG00000198492,1.6961677643799922
ENSG00000116329,-1.553005037221275
ENSG00000159023,1.4484780657275647
ENSG00000253304,1.5050968051434008
ENSG00000116350,-0.6662276719372162
ENSG00000116353,0.20262775543480638
ENSG00000060656,1.6919575869106485
ENSG00000162510,-0.8601493010905393
ENSG00000186056,-0.7387765820978396
ENSG00000287510,-4.0467440232892
ENSG00000162511,0.30579021649525673
ENSG00000223382,-0.47194986658841487
ENSG00000162512,3.134707949530373
ENSG00000134644,-0.17859883094022047
ENSG00000084628,2.90716141223025
ENSG00000060688,-0.3307763886450287
ENSG00000121766,1.0428045236537002
ENSG00000121769,-0.41747787984261375
ENSG00000168528,-0.1615681877657658
ENSG00000142910,-0.36558715252031354
ENSG00000162517,-1.4199081431150622
ENSG00000084636,-0.65139931663655
ENSG00000121753,0.8739466561765539
ENSG00000134668,-0.8661729294780978
ENSG00000184007,1.0296954173745898
ENSG00000121774,-1.3950372757867373
ENSG00000203325,nan
ENSG00000121775,-1.1351195049774732
ENSG00000025800,1.3350550867206525
ENSG00000250135,0.21645019766050153
ENSG00000084652,1.5221090272910218
ENSG00000160050,2.0872167331311102
ENSG00000224066,10.191052877785797
ENSG00000160051,5.361220487473265
ENSG00000222046,nan
ENSG00000160055,-0.8874726663580941
ENSG00000084623,3.0468255433069444
ENSG00000183615,0.026154816520042926
ENSG00000182866,-0.4805522920462753
ENSG00000116478,0.8097706403505459
ENSG00000175130,-0.9653808867668939
ENSG00000162526,3.986958203062626
ENSG00000225828,-0.33694331081997614
ENSG00000160058,-0.9753553245048909
ENSG00000273274,-1.027772756037242
ENSG00000160062,2.2400637081039574
ENSG00000176261,-1.5253483138385726
ENSG00000162521,1.1585266614098166
ENSG00000162520,-0.8677720664816921
ENSG00000162522,-1.2787227344858658
ENSG00000134684,-1.3076722157584946
ENSG00000116497,-0.34455828534660154
ENSG00000160097,0.7708432420891429
ENSG00000121900,5.743915332274644
ENSG00000116514,3.0935703616989816
ENSG00000004455,2.6332140271522495
ENSG00000142920,-0.31364953329160317
ENSG00000116525,0.5292538341373423
ENSG00000160094,-1.2598027159058798
ENSG00000225313,nan
ENSG00000134686,0.5039732028987699
ENSG00000233246,-0.37415670905201137
ENSG00000121903,-0.5857494567006998
ENSG00000121904,0.6816399453038179
ENSG00000163866,-0.9375515449028466
ENSG00000187513,0.1807961247783163
ENSG00000116544,-0.6663739959469539
ENSG00000243749,-0.12163417913796803
ENSG00000163867,1.3192165975004675
ENSG00000197056,5.783529219681284
ENSG00000116560,13.867867617132557
ENSG00000146463,-1.2560339553808542
ENSG00000142687,-0.6488445480708518
ENSG00000020129,1.800460823165727
ENSG00000239636,-0.5109902737988922
ENSG00000116819,nan
ENSG00000126067,2.1947744843649315
ENSG00000142686,0.013304417163846134
ENSG00000092853,0.27103540617112104
ENSG00000232335,nan
ENSG00000134698,1.1064294116296651
ENSG00000092847,2.6365476206174296
ENSG00000271914,nan
ENSG00000126070,0.4563311706847791
ENSG00000116863,-1.2315772587225922
ENSG00000171812,-0.661393709340681
ENSG00000054116,0.27780066801161174
ENSG00000116871,-1.5590766012645167
ENSG00000054118,12.414914971687274
ENSG00000214193,0.1630283078345346
ENSG00000142694,-1.6018713848787232
ENSG00000286379,-1.2013817407784133
ENSG00000196182,-0.23605622484810715
ENSG00000181817,4.914930755470529
ENSG00000116885,0.043910853319695846
ENSG00000116898,0.028758124035152433
ENSG00000119535,2.217923465108038
ENSG00000284705,nan
ENSG00000163873,-1.498028128508369
ENSG00000284650,-2.315321170633689
ENSG00000233621,-0.6959053572490568
ENSG00000163874,-0.6425848035483827
ENSG00000163875,-1.1466733895563064
ENSG00000163877,0.6842960761806005
ENSG00000163879,-0.046307278039982185
ENSG00000134697,2.4492393668330554
ENSG00000116922,-1.3828265458450415
ENSG00000134690,1.0445075633012257
ENSG00000185090,1.7368663104536388
ENSG00000196449,3.516913929157012
ENSG00000197982,2.3000972570019362
ENSG00000188786,-0.8590341498914922
ENSG00000204084,1.8028748366952025
ENSG00000183431,-0.9774041032175097
ENSG00000183386,-0.863823051918246
ENSG00000183520,0.1827413220954385
ENSG00000185668,-0.7764017718310054
ENSG00000224592,nan
ENSG00000116954,-1.255850022365532
ENSG00000228436,-1.202104289624167
ENSG00000214114,-0.3666307471608905
ENSG00000158315,nan
ENSG00000174574,-0.34389915720170916
ENSG00000168653,-0.6858089679764667
ENSG00000127603,0.5173754243492604
ENSG00000270040,2.165273149433063
ENSG00000183682,-0.10399210076134492
ENSG00000090621,0.40266306238879135
ENSG00000163909,-0.23397160761956123
ENSG00000116983,nan
ENSG00000084072,5.453694792013303
ENSG00000116985,1.7408091454994497
ENSG00000198754,-1.2051258483778589
ENSG00000261798,-1.2982935273934584
ENSG00000284719,1.0166032310057451
ENSG00000043514,-0.31922863748737634
ENSG00000116990,1.6349894616650145
ENSG00000236546,nan
ENSG00000168389,1.1891558187386595
ENSG00000131236,2.3333146304738523
ENSG00000131238,0.08947573906688185
ENSG00000117000,3.9525973534916274
ENSG00000259943,-1.3065219726855501
ENSG00000084073,0.6129322661450036
ENSG00000049089,-0.15265787856685212
ENSG00000084070,0.8276292946352808
ENSG00000187801,nan
ENSG00000260920,1.2032327977485489
ENSG00000187815,0.5866840454203199
ENSG00000238287,1.9340559944304505
ENSG00000164002,-0.09725813471808754
ENSG00000117010,-1.0410360553727234
ENSG00000117016,3.0312739658592114
ENSG00000272145,1.1371114693539528
ENSG00000066136,1.1395918608271574
ENSG00000117013,1.9077860208768656
ENSG00000179862,0.52635675038833
ENSG00000171793,0.5781349358402176
ENSG00000171790,nan
ENSG00000010803,-1.4714459969239868
ENSG00000204060,2.6522796047698516
ENSG00000127124,0.607119633785395
ENSG00000198815,0.8289003529707681
ENSG00000177181,-0.17093712283749918
ENSG00000066185,-0.7853111782035322
ENSG00000127125,-1.2090605280886189
ENSG00000186409,-1.1134440726990742
ENSG00000171960,-1.47109723226274
ENSG00000285728,nan
ENSG00000234917,-3.3080327576461808
ENSG00000065978,-0.40477817968379914
ENSG00000117385,-1.5550214584427233
ENSG00000164008,-0.616218027002931
ENSG00000274386,nan
ENSG00000177868,0.014833477948043712
ENSG00000164010,-0.9770311938818946
ENSG00000228192,-1.2523514808426628
ENSG00000164011,0.27862102809432837
ENSG00000117394,0.2599524424986108
ENSG00000227533,-0.7011263120297875
ENSG00000117395,-1.652943139816619
ENSG00000179178,nan
ENSG00000066056,-0.4815287466422049
ENSG00000234694,0.0854172556388623
ENSG00000117399,-0.910419840610633
ENSG00000066322,-0.5433737292254598
ENSG00000159479,2.134769751566937
ENSG00000198198,-0.7857318540268063
ENSG00000229372,3.4981378078277863
ENSG00000178922,-0.5335336709646908
ENSG00000229348,1.1301524841470476
ENSG00000142949,-1.3951034216314757
ENSG00000066135,0.20195316241756744
ENSG00000236200,0.3859626887329415
ENSG00000126091,16.228950184768262
ENSG00000117407,nan
ENSG00000237950,-1.014747496202114
ENSG00000117408,-0.5597592577910643
ENSG00000285649,nan
ENSG00000132768,-1.2886543163486812
ENSG00000117410,0.7990204816932381
ENSG00000117411,1.80586001368659
ENSG00000159214,-0.9084601414858284
ENSG00000196517,5.206813862420911
ENSG00000230615,1.8098111913320853
ENSG00000171872,nan
ENSG00000178028,-0.00046339292598193856
ENSG00000117419,-0.22295691755271058
ENSG00000187147,-0.7467569124291359
ENSG00000126106,1.0807136140662243
ENSG00000198520,6.262498007427535
ENSG00000142945,-0.29752800847190924
ENSG00000225721,nan
ENSG00000142937,-1.72292256932646
ENSG00000142959,nan
ENSG00000173846,-1.7094643988214413
ENSG00000188396,0.4441196304001879
ENSG00000222009,-0.7436435151778668
ENSG00000117425,-0.8832545312516423
ENSG00000070785,-1.132161279036741
ENSG00000126107,3.7997261039855026
ENSG00000126088,-2.313621591505807
ENSG00000162415,0.4648921496470306
ENSG00000281912,-0.09669404075183177
ENSG00000186603,1.0430618544137522
ENSG00000132781,2.947959655092248
ENSG00000132773,0.6287493127263369
ENSG00000070759,1.0651681490404308
ENSG00000280670,11.582438158418821
ENSG00000132763,-0.7388246216424196
ENSG00000117450,-0.1165668064643051
ENSG00000117448,-1.0222581842154783
ENSG00000132780,4.320218416733336
ENSG00000159588,0.7313710218724212
ENSG00000159592,-0.027955177044587214
ENSG00000159596,6.19814366106622
ENSG00000197429,13.906887017717471
ENSG00000230896,-0.3089928087359453
ENSG00000086015,-1.8639662088626694
ENSG00000117461,0.3586780790217282
ENSG00000227857,3.1157836292063097
ENSG00000117472,4.754391126054383
ENSG00000085998,0.0033457784237774834
ENSG00000171357,0.01674989856705438
ENSG00000085999,-1.2208111887542905
ENSG00000132128,-1.1328676701672353
ENSG00000173660,-1.059886486477587
ENSG00000117481,3.249026234735095
ENSG00000117480,-0.013431125460613674
ENSG00000197587,nan
ENSG00000079277,-0.6512145975396534
ENSG00000142961,16.326912028993114
ENSG00000123472,-0.6388748112991721
ENSG00000186118,1.5648343963202491
ENSG00000159658,-0.08218663570142244
ENSG00000186377,3.2599712189257253
ENSG00000224805,0.12595872765639776
ENSG00000162367,1.882915368007173
ENSG00000123473,4.907573408330518
ENSG00000162368,-0.15291589844575396
ENSG00000225762,nan
ENSG00000237424,0.718916224007592
ENSG00000186564,-0.8253913708350799
ENSG00000269113,2.7354058900702327
ENSG00000117834,nan
ENSG00000272491,nan
ENSG00000132122,3.1525472670345094
ENSG00000186094,-1.9607053997755126
ENSG00000162373,0.28961552242348876
ENSG00000229846,-1.3644940437831738
ENSG00000230114,nan
ENSG00000185104,7.328865988090018
ENSG00000123080,-1.0890309536087033
ENSG00000203356,nan
ENSG00000123091,2.191987860770458
ENSG00000085831,-0.460906916569272
ENSG00000085832,1.267096541153848
ENSG00000117859,0.22815420680935303
ENSG00000078618,2.9691953264731223
ENSG00000266993,3.8434620553193204
ENSG00000272175,3.157076999209839
ENSG00000169213,-0.30213113476452935
ENSG00000117862,-1.9365942486828545
ENSG00000198841,-0.17058104430708354
ENSG00000223390,nan
ENSG00000134717,-1.13997852952565
ENSG00000157077,0.2497587917121771
ENSG00000154222,-0.23815984456290853
ENSG00000287078,-2.9531619043632804
ENSG00000085840,3.496758464356877
ENSG00000134748,-1.38420941207952
ENSG00000134744,5.317411244860903
ENSG00000116157,-1.205376655756449
ENSG00000182183,-0.7196395805120399
ENSG00000162377,-0.23990969413196872
ENSG00000162378,4.808805358188294
ENSG00000203995,nan
ENSG00000121310,-1.15682423548747
ENSG00000116171,1.7919519267570043
ENSG00000174348,-0.7846414762249316
ENSG00000157184,1.0241375852674042
ENSG00000162384,0.23148172081424903
ENSG00000162385,-1.119432741366038
ENSG00000226754,-2.5537685690432133
ENSG00000157193,-1.3059392597306416
ENSG00000230138,nan
ENSG00000058804,0.09305054640154627
ENSG00000058799,-0.282744083787339
ENSG00000081870,3.0584320373476994
ENSG00000116212,0.37082399397348825
ENSG00000203985,nan
ENSG00000116209,0.5867691096465844
ENSG00000116205,0.5579430096747586
ENSG00000157211,nan
ENSG00000215883,0.37024042190364964
ENSG00000116221,0.6062324802247647
ENSG00000157216,0.34624378579397824
ENSG00000162390,1.3691796412211306
ENSG00000184313,nan
ENSG00000243725,-1.02059650112632
ENSG00000162396,4.038868982635666
ENSG00000006555,-0.7034408397805543
ENSG00000116133,0.0
ENSG00000242396,-1.2149349083578225
ENSG00000233203,-0.22025222441021514
ENSG00000143001,nan
ENSG00000162402,-0.6761910109996602
ENSG00000260971,0.5790529640346255
ENSG00000162407,1.9881129224352425
ENSG00000162600,0.8636451319973643
ENSG00000184292,0.36581848681471013
ENSG00000162601,2.4166663190493463
ENSG00000177606,1.9642977591282564
ENSG00000234807,3.070099642397464
ENSG00000272226,nan
ENSG00000232453,4.7786541968285485
ENSG00000237352,-1.3394410790922733
ENSG00000224609,-0.7260126885807022
ENSG00000270457,nan
ENSG00000172456,-1.2833763374944898
ENSG00000134709,1.47658447633509
ENSG00000226476,nan
ENSG00000231252,nan
ENSG00000162599,-0.691932873951858
ENSG00000237928,0.043492017147689334
ENSG00000162604,-0.5379034910129503
ENSG00000271200,1.3574360275028863
ENSG00000132849,3.9766032531694684
ENSG00000132854,nan
ENSG00000162607,1.1765384000407768
ENSG00000116641,0.882712552372003
ENSG00000125703,2.215531961870886
ENSG00000229537,-1.0241845714134536
ENSG00000224209,-0.6653517989640058
ENSG00000230798,-0.24265835486664997
ENSG00000187140,3.3241814823507614
ENSG00000088035,1.6529237204456773
ENSG00000142856,-1.4278951567945855
ENSG00000203965,-1.400035249341113
ENSG00000079739,-1.716916686529011
ENSG00000185483,4.979482316447658
ENSG00000223949,nan
ENSG00000158966,-0.782684606094639
ENSG00000162437,0.11009842534724673
ENSG00000162434,-0.27930442565276703
ENSG00000226891,2.133049826770401
ENSG00000162433,3.822638596753616
ENSG00000116675,-1.4749547405933552
ENSG00000213625,9.795613293494753
ENSG00000116678,2.5833875796932406
ENSG00000237852,0.3923911213961012
ENSG00000184588,-0.3873112957897024
ENSG00000118473,-0.22042750195418712
ENSG00000152760,nan
ENSG00000152763,0.5525345279572967
ENSG00000198160,0.9954007114975473
ENSG00000116704,-0.49877462361814706
